Frame,Visibility,X,Y
4404,0,0,0
4405,0,0,0
4406,0,0,0
4407,0,0,0
4408,0,0,0
4409,0,0,0
4410,0,0,0
4411,0,0,0
4412,0,0,0
4413,0,0,0
4414,0,0,0
4415,0,0,0
4416,0,0,0
4417,0,0,0
4418,0,0,0
4419,0,0,0
4420,0,0,0
4421,0,0,0
4422,0,0,0
4423,0,0,0
4424,0,0,0
4425,0,0,0
4426,0,0,0
4427,0,0,0
4428,0,0,0
4429,0,0,0
4430,0,0,0
4431,0,0,0
4432,1,802,6
4433,1,802,21
4434,1,804,39
4435,1,804,52
4436,1,804,52
4437,1,806,70
4438,1,807,87
4439,1,808,103
4440,1,808,117
4441,1,811,138
4442,1,811,138
4443,1,811,150
4444,1,798,177
4445,1,757,190
4446,1,731,203
4447,1,705,219
4448,1,700,220
4449,1,680,233
4450,1,656,245
4451,1,641,255
4452,1,624,269
4453,1,615,278
4454,1,615,278
4455,1,599,295
4456,1,585,309
4457,1,575,323
4458,1,564,338
4459,1,553,350
4460,1,553,350
4461,1,544,367
4462,1,530,387
4463,1,525,399
4464,1,514,423
4465,1,509,436
4466,1,509,436
4467,1,499,458
4468,1,494,470
4469,1,489,494
4470,1,487,431
4471,1,488,375
4472,1,488,375
4473,1,491,336
4474,1,491,300
4475,1,493,276
4476,1,496,251
4477,1,497,235
4478,1,497,235
4479,1,500,216
4480,1,502,203
4481,1,506,195
4482,1,505,186
4483,1,509,181
4484,1,509,181
4485,1,509,174
4486,1,510,170
4487,1,512,168
4488,1,517,164
4489,1,518,165
4490,1,518,165
4491,1,519,165
4492,1,523,168
4493,1,523,168
4494,1,525,169
4495,1,529,177
4496,1,529,177
4497,1,532,184
4498,1,533,190
4499,1,535,195
4500,1,537,208
4501,1,539,213
4502,1,565,243
4503,1,581,258
4504,1,581,258
4505,1,593,270
4506,1,605,284
4507,1,615,299
4508,1,615,299
4509,1,623,311
4510,1,631,325
4511,1,638,338
4512,1,645,352
4513,1,652,364
4514,1,652,364
4515,1,659,378
4516,1,664,399
4517,1,677,388
4518,1,679,356
4519,1,692,331
4520,1,692,331
4521,1,695,311
4522,1,700,299
4523,1,706,288
4524,1,711,281
4525,1,714,275
4526,1,714,275
4527,1,720,270
4528,1,722,267
4529,1,722,267
4530,1,725,266
4531,1,728,267
4532,1,728,267
4533,1,737,269
4534,1,737,269
4535,1,754,267
4536,1,762,261
4537,1,780,259
4538,1,780,259
4539,1,791,258
4540,1,802,258
4541,1,813,259
4542,1,821,259
4543,1,832,262
4544,1,832,262
4545,1,842,267
4546,1,848,274
4547,1,857,282
4548,1,863,288
4549,1,873,296
4550,1,873,296
4551,1,879,307
4552,1,886,320
4553,1,893,335
4554,1,898,350
4555,1,903,360
4556,1,903,360
4557,1,910,375
4558,1,915,391
4559,1,920,410
4560,1,923,435
4561,1,929,450
4562,1,929,450
4563,1,932,472
4564,1,938,489
4565,1,941,507
4566,1,941,537
4567,1,950,563
4568,1,950,563
4569,1,952,585
4570,1,954,612
4571,1,956,635
4572,1,958,647
4573,1,962,641
4574,1,962,639
4575,1,966,631
4576,1,966,631
4577,1,966,631
4578,1,966,626
4579,1,969,628
4580,1,969,628
4581,1,967,630
4582,1,967,633
4583,1,966,635
4584,1,968,639
4585,1,969,647
4586,1,967,648
4587,1,967,648
4588,1,967,648
4589,1,970,648
4590,1,970,648
4591,1,970,648
4592,1,972,644
4593,1,972,647
4594,1,974,649
4595,1,976,647
4596,1,976,647
4597,1,976,647
4598,1,976,647
4599,1,976,649
4600,1,976,649
4601,1,976,649
4602,1,977,650
4603,1,977,650
4604,1,977,650
4605,1,977,650
4606,1,977,650
4607,1,977,650
4608,1,977,650
4609,1,977,650
4610,1,977,650
4611,1,977,650
4612,1,977,650
4613,1,977,650
4614,1,977,650
4615,0,0,0
4616,0,0,0
4617,0,0,0
4618,0,0,0
4619,0,0,0
4620,0,0,0
4621,0,0,0
4622,0,0,0
4623,0,0,0
4624,0,0,0
4625,0,0,0
4626,0,0,0
4627,0,0,0
4628,0,0,0
4629,0,0,0
4630,0,0,0
4631,0,0,0
4632,0,0,0
4633,0,0,0
4634,0,0,0
4635,0,0,0
4636,0,0,0
4637,0,0,0
4638,0,0,0
4639,0,0,0
4640,0,0,0
4641,0,0,0
4642,0,0,0
4643,0,0,0
4644,0,0,0
4645,0,0,0
4646,0,0,0
4647,0,0,0
4648,0,0,0
4649,0,0,0
4650,0,0,0
4651,0,0,0
4652,0,0,0
4653,0,0,0
4654,0,0,0
4655,0,0,0
4656,1,710,392
4657,1,710,388
4658,1,711,387
4659,1,714,385
4660,1,717,381
4661,1,717,381
4662,1,717,381
4663,1,718,383
4664,1,719,383
4665,1,720,387
4666,1,722,391
4667,1,722,391
4668,1,722,394
4669,1,724,398
4670,1,725,401
4671,1,728,421
4672,1,731,425
4673,1,730,432
4674,0,0,0
4675,1,698,284
4676,1,682,197
4677,1,668,134
4678,1,662,87
4679,1,650,35
4680,1,650,35
4681,1,643,13
4682,0,0,0
4683,0,0,0
4684,0,0,0
4685,0,0,0
4686,0,0,0
4687,0,0,0
4688,0,0,0
4689,0,0,0
4690,0,0,0
4691,0,0,0
4692,0,0,0
4693,0,0,0
4694,0,0,0
4695,0,0,0
4696,0,0,0
4697,0,0,0
4698,0,0,0
4699,0,0,0
4700,0,0,0
4701,0,0,0
4702,0,0,0
4703,0,0,0
4704,0,0,0
4705,0,0,0
4706,0,0,0
4707,0,0,0
4708,0,0,0
4709,0,0,0
4710,0,0,0
4711,0,0,0
4712,0,0,0
4713,0,0,0
4714,0,0,0
4715,0,0,0
4716,0,0,0
4717,0,0,0
4718,0,0,0
4719,0,0,0
4720,0,0,0
4721,0,0,0
4722,0,0,0
4723,1,606,17
4724,1,605,21
4725,1,606,41
4726,1,606,51
4727,1,607,74
4728,1,607,74
4729,1,607,85
4730,1,612,103
4731,1,608,120
4732,1,613,135
4733,1,613,149
4734,1,613,149
4735,1,614,162
4736,1,593,140
4737,1,583,124
4738,1,572,111
4739,1,563,102
4740,1,563,102
4741,1,558,92
4742,1,551,85
4743,1,546,81
4744,1,542,78
4745,1,537,77
4746,1,537,77
4747,1,532,76
4748,1,527,78
4749,1,523,80
4750,1,519,86
4751,1,516,89
4752,1,516,89
4753,1,512,95
4754,1,507,103
4755,1,505,114
4756,1,501,120
4757,1,496,139
4758,1,496,139
4759,1,494,150
4760,1,491,166
4761,1,489,183
4762,1,486,201
4763,1,482,216
4764,1,485,218
4765,1,482,232
4766,1,481,255
4767,1,477,279
4768,1,476,296
4769,1,474,312
4770,1,474,312
4771,1,474,332
4772,1,472,354
4773,1,479,335
4774,1,486,319
4775,1,492,306
4776,1,492,306
4777,1,494,298
4778,1,498,288
4779,1,503,284
4780,1,505,281
4781,1,505,281
4782,1,511,279
4783,1,515,279
4784,1,518,279
4785,1,521,282
4786,1,522,285
4787,1,527,288
4788,1,527,288
4789,1,530,295
4790,1,534,302
4791,1,537,308
4792,1,536,315
4793,1,542,322
4794,1,542,322
4795,1,539,326
4796,1,545,340
4797,0,0,0
4798,1,578,326
4799,1,594,310
4800,1,594,310
4801,1,611,305
4802,1,620,302
4803,1,635,301
4804,1,649,301
4805,1,658,301
4806,1,658,301
4807,1,669,301
4808,1,682,305
4809,1,690,307
4810,1,702,311
4811,1,711,315
4812,1,711,315
4813,1,722,323
4814,1,730,331
4815,1,742,343
4816,1,751,354
4817,1,759,366
4818,1,759,366
4819,1,767,376
4820,1,776,390
4821,1,786,401
4822,1,794,424
4823,1,794,424
4824,1,799,439
4825,1,808,430
4826,1,808,398
4827,1,806,383
4828,1,810,366
4829,1,810,362
4830,1,814,351
4831,1,814,335
4832,1,814,327
4833,1,814,318
4834,1,812,311
4835,1,812,310
4836,1,813,303
4837,1,813,298
4838,1,814,295
4839,1,814,295
4840,1,816,293
4841,1,816,293
4842,1,816,293
4843,1,817,295
4844,1,817,298
4845,1,819,301
4846,1,819,306
4847,1,819,304
4848,1,819,314
4849,1,819,332
4850,1,790,312
4851,1,765,300
4852,1,747,288
4853,1,747,288
4854,1,730,278
4855,1,712,270
4856,1,698,267
4857,1,686,262
4858,1,671,261
4859,1,671,261
4860,1,661,261
4861,1,646,261
4862,1,639,263
4863,1,623,267
4864,1,616,271
4865,1,616,271
4866,1,608,279
4867,1,595,287
4868,1,588,295
4869,1,577,303
4870,1,567,319
4871,1,567,319
4872,1,559,326
4873,1,552,339
4874,1,545,358
4875,1,569,309
4876,1,595,247
4877,1,596,242
4878,1,620,198
4879,1,633,166
4880,1,644,138
4881,1,659,118
4882,1,668,101
4883,1,668,95
4884,1,676,87
4885,1,684,78
4886,1,690,67
4887,1,699,60
4888,1,705,55
4889,1,705,55
4890,1,711,51
4891,1,713,48
4892,1,718,48
4893,1,722,50
4894,1,727,54
4895,1,730,54
4896,1,733,55
4897,1,735,58
4898,1,742,65
4899,1,748,71
4900,1,751,80
4901,1,751,80
4902,1,753,86
4903,1,758,92
4904,1,763,106
4905,1,766,119
4906,1,766,115
4907,1,767,125
4908,1,772,138
4909,1,775,150
4910,1,778,162
4911,1,782,172
4912,1,781,172
4913,1,782,183
4914,1,735,206
4915,1,735,206
4916,1,710,212
4917,1,687,218
4918,1,662,230
4919,1,662,230
4920,1,647,239
4921,1,632,250
4922,1,614,259
4923,1,605,270
4924,1,591,281
4925,1,591,281
4926,1,579,294
4927,1,565,306
4928,1,556,319
4929,1,551,330
4930,1,551,330
4931,1,550,332
4932,1,531,360
4933,1,522,376
4934,1,514,394
4935,1,506,411
4936,1,506,411
4937,1,498,431
4938,1,492,446
4939,1,485,467
4940,1,476,485
4941,1,478,490
4942,1,477,486
4943,1,482,395
4944,1,484,344
4945,1,485,304
4946,1,488,281
4947,1,491,258
4948,1,493,239
4949,1,493,239
4950,1,494,222
4951,1,495,207
4952,1,498,193
4953,1,502,183
4954,1,502,178
4955,1,502,178
4956,1,505,171
4957,1,506,166
4958,1,510,158
4959,1,510,158
4960,1,513,159
4961,1,514,155
4962,1,518,155
4963,1,522,159
4964,1,522,159
4965,1,524,160
4966,1,527,164
4967,1,527,164
4968,1,529,171
4969,1,531,174
4970,1,534,183
4971,1,534,187
4972,1,538,198
4973,1,538,198
4974,1,539,209
4975,1,542,211
4976,1,545,225
4977,1,586,219
4978,1,603,219
4979,1,603,219
4980,1,618,221
4981,1,638,223
4982,1,657,227
4983,1,670,230
4984,1,683,235
4985,1,683,235
4986,1,700,240
4987,1,710,247
4988,1,725,255
4989,1,734,263
4990,1,747,270
4991,1,747,270
4992,1,755,279
4993,1,766,289
4994,1,777,302
4995,1,785,315
4996,1,785,315
4997,1,793,327
4998,1,802,343
4999,1,811,355
5000,1,815,367
5001,1,826,388
5002,1,831,400
5003,1,838,412
5004,1,840,398
5005,1,840,398
5006,1,844,378
5007,1,844,363
5008,1,846,347
5009,1,846,347
5010,1,845,335
5011,1,845,326
5012,1,846,321
5013,1,847,315
5014,1,850,315
5015,1,850,315
5016,1,854,313
5017,1,855,313
5018,1,858,314
5019,1,859,316
5020,1,859,316
5021,1,859,318
5022,1,859,321
5023,1,863,323
5024,1,866,334
5025,1,866,343
5026,1,866,350
5027,1,866,350
5028,1,866,355
5029,1,870,367
5030,1,870,378
5031,1,874,392
5032,1,874,392
5033,1,874,404
5034,1,875,414
5035,1,875,416
5036,1,877,411
5037,1,877,411
5038,1,878,403
5039,1,878,403
5040,1,878,403
5041,1,878,404
5042,1,879,404
5043,1,877,406
5044,1,878,412
5045,1,878,416
5046,1,878,418
5047,1,878,418
5048,1,882,418
5049,1,882,418
5050,1,882,418
5051,1,882,418
5052,1,883,420
5053,1,884,419
5054,1,884,419
5055,1,884,419
5056,1,884,419
5057,1,884,419
5058,1,884,419
5059,1,885,419
5060,1,885,419
5061,1,885,419
5062,1,885,419
5063,1,885,419
5064,1,885,419
5065,1,885,419
5066,1,885,419
5067,1,885,419
5068,1,885,419
5069,1,885,419
5070,1,885,419
5071,1,885,419
5072,1,885,419
5073,1,885,419
5074,1,699,309
5075,1,699,308
5076,1,698,311
5077,1,696,311
5078,1,696,311
5079,1,694,310
5080,1,695,311
5081,1,692,310
5082,1,693,310
5083,1,693,310
5084,1,690,307
5085,1,690,307
5086,1,690,307
5087,1,690,307
5088,1,687,307
5089,1,687,307
5090,1,687,307
5091,1,687,307
5092,1,687,307
5093,1,686,311
5094,1,686,311
5095,1,686,311
5096,1,685,311
5097,1,685,311
5098,1,685,311
5099,1,685,311
5100,1,685,311
5101,1,685,311
5102,1,682,311
5103,1,682,311
5104,1,682,311
5105,1,682,311
5106,1,683,311
5107,1,683,311
5108,1,682,318
5109,1,676,315
5110,1,677,312
5111,1,674,307
5112,1,670,304
5113,1,663,303
5114,1,659,306
5115,1,656,306
5116,1,656,306
5117,1,654,309
5118,1,650,313
5119,1,646,315
5120,1,645,323
5121,1,641,332
5122,1,641,332
5123,1,637,338
5124,1,636,350
5125,1,631,359
5126,1,631,371
5127,1,626,383
5128,1,626,383
5129,0,0,0
5130,0,0,0
5131,1,654,306
5132,1,658,282
5133,1,667,246
5134,1,667,246
5135,1,674,223
5136,1,683,195
5137,1,688,178
5138,1,693,161
5139,1,700,147
5140,1,700,147
5141,1,706,133
5142,1,709,127
5143,1,714,118
5144,1,719,113
5145,1,726,104
5146,1,726,104
5147,1,726,102
5148,1,733,95
5149,1,738,98
5150,1,744,98
5151,1,742,101
5152,1,746,99
5153,1,750,103
5154,1,753,109
5155,1,756,112
5156,1,759,122
5157,1,759,121
5158,1,762,129
5159,1,764,135
5160,1,769,143
5161,1,770,151
5162,1,772,161
5163,1,772,161
5164,1,747,150
5165,1,714,133
5166,1,688,121
5167,1,674,110
5168,1,650,97
5169,1,650,97
5170,1,635,92
5171,1,619,88
5172,1,608,86
5173,1,592,83
5174,1,581,82
5175,1,581,82
5176,1,570,84
5177,1,559,87
5178,1,547,92
5179,1,541,96
5180,1,531,103
5181,1,531,103
5182,1,522,111
5183,1,512,121
5184,1,506,132
5185,1,494,144
5186,1,490,155
5187,1,490,155
5188,1,481,170
5189,1,476,186
5190,1,467,201
5191,1,462,216
5192,1,457,235
5193,1,457,235
5194,1,451,254
5195,1,445,276
5196,1,441,301
5197,1,437,316
5198,1,434,343
5199,1,434,343
5200,1,434,343
5201,1,527,341
5202,1,609,323
5203,1,646,319
5204,1,678,315
5205,1,678,315
5206,1,700,310
5207,1,720,311
5208,1,739,315
5209,1,749,315
5210,1,764,316
5211,1,764,316
5212,1,771,321
5213,1,785,327
5214,1,791,326
5215,1,801,335
5216,1,811,338
5217,1,811,338
5218,1,819,348
5219,1,824,350
5220,1,833,355
5221,1,836,349
5222,1,834,350
5223,0,0,0
5224,1,839,341
5225,1,842,341
5226,1,842,341
5227,1,843,342
5228,1,844,343
5229,1,844,343
5230,1,847,342
5231,1,847,335
5232,1,847,335
5233,1,850,337
5234,1,848,339
5235,1,847,338
5236,1,849,338
5237,1,848,335
5238,1,848,335
5239,1,848,335
5240,1,848,335
5241,1,848,335
5242,1,848,335
5243,1,848,335
5244,1,847,332
5245,1,849,334
5246,1,849,334
5247,1,849,334
5248,1,849,334
5249,1,847,335
5250,1,847,335
5251,1,847,335
5252,1,850,333
5253,1,850,333
5254,1,850,333
5255,1,854,332
5256,1,854,332
5257,1,854,332
5258,1,854,332
5259,1,669,304
5260,1,669,304
5261,1,669,304
5262,1,669,304
5263,1,669,304
5264,1,669,304
5265,1,669,304
5266,1,669,304
5267,1,669,304
5268,1,669,304
5269,1,669,304
5270,1,669,304
5271,1,669,304
5272,1,669,304
5273,1,669,304
5274,1,669,304
5275,1,669,302
5276,1,669,302
5277,1,669,302
5278,1,668,308
5279,1,669,305
5280,1,669,305
5281,1,669,305
5282,1,668,309
5283,1,668,309
5284,1,668,309
5285,1,668,309
5286,1,667,311
5287,1,667,311
5288,1,667,311
5289,1,667,311
5290,1,665,309
5291,1,665,310
5292,1,665,310
5293,1,665,310
5294,1,665,310
5295,1,665,310
5296,1,663,311
5297,1,663,311
5298,1,663,311
5299,1,663,311
5300,1,663,311
5301,1,663,311
5302,1,663,311
5303,1,663,311
5304,1,663,311
5305,1,663,311
5306,1,663,311
5307,1,663,311
5308,1,663,311
5309,1,665,313
5310,1,666,309
5311,1,666,309
5312,1,666,309
5313,1,667,309
5314,1,668,309
5315,1,668,305
5316,1,669,304
5317,1,682,309
5318,1,691,304
5319,1,701,298
5320,1,705,298
5321,1,705,298
5322,1,719,300
5323,1,719,300
5324,1,728,302
5325,1,739,308
5326,1,739,308
5327,1,739,308
5328,1,746,315
5329,1,752,321
5330,1,764,336
5331,1,764,336
5332,1,768,346
5333,1,768,346
5334,1,773,359
5335,1,777,372
5336,1,772,368
5337,1,745,320
5338,1,724,286
5339,1,705,263
5340,1,705,263
5341,1,689,238
5342,1,675,222
5343,1,663,207
5344,1,653,191
5345,1,652,191
5346,1,634,175
5347,1,628,170
5348,1,628,170
5349,1,622,162
5350,1,615,160
5351,1,612,160
5352,1,602,153
5353,1,602,153
5354,1,598,155
5355,1,593,156
5356,1,585,158
5357,1,584,160
5358,1,584,160
5359,1,579,163
5360,1,576,169
5361,1,569,181
5362,1,569,181
5363,1,569,181
5364,1,565,196
5365,1,565,196
5366,1,563,205
5367,1,545,224
5368,1,545,224
5369,1,542,223
5370,1,539,230
5371,1,533,236
5372,1,529,242
5373,1,526,250
5374,1,523,256
5375,1,523,256
5376,1,518,275
5377,1,518,275
5378,1,514,286
5379,1,513,296
5380,1,510,309
5381,1,510,309
5382,1,507,322
5383,1,505,336
5384,1,518,325
5385,1,529,311
5386,1,536,311
5387,1,540,297
5388,1,540,297
5389,1,550,290
5390,1,554,287
5391,1,554,287
5392,1,552,288
5393,1,555,289
5394,1,560,289
5395,1,564,291
5396,1,572,299
5397,1,572,299
5398,1,572,299
5399,1,575,306
5400,1,577,313
5401,1,581,320
5402,1,585,328
5403,1,585,334
5404,1,585,334
5405,1,589,341
5406,0,0,0
5407,1,623,316
5408,1,632,307
5409,1,642,305
5410,1,642,305
5411,1,660,301
5412,1,662,301
5413,1,671,301
5414,1,681,301
5415,1,691,302
5416,1,691,302
5417,1,701,305
5418,1,718,315
5419,1,718,315
5420,1,726,320
5421,1,733,330
5422,1,744,336
5423,1,751,346
5424,1,759,358
5425,1,760,359
5426,1,765,374
5427,1,774,383
5428,1,774,383
5429,1,779,398
5430,1,786,400
5431,1,793,384
5432,1,800,351
5433,1,800,351
5434,1,800,351
5435,1,810,330
5436,1,812,322
5437,1,814,321
5438,1,817,314
5439,1,822,307
5440,1,822,307
5441,1,826,305
5442,1,826,305
5443,1,830,305
5444,1,836,307
5445,1,836,307
5446,1,836,307
5447,1,839,310
5448,1,844,318
5449,1,844,318
5450,1,847,323
5451,1,851,331
5452,1,851,331
5453,1,855,351
5454,1,855,351
5455,1,859,359
5456,1,866,347
5457,1,866,347
5458,1,867,349
5459,1,871,285
5460,1,872,259
5461,1,872,259
5462,1,878,216
5463,1,877,216
5464,1,879,219
5465,1,878,201
5466,1,881,189
5467,1,884,177
5468,1,886,160
5469,1,886,160
5470,1,886,160
5471,1,889,152
5472,1,892,141
5473,1,894,140
5474,1,895,139
5475,1,895,139
5476,1,895,139
5477,1,896,142
5478,1,896,142
5479,1,899,151
5480,1,898,157
5481,1,898,157
5482,1,898,157
5483,1,898,177
5484,1,898,177
5485,1,898,186
5486,1,899,203
5487,1,899,215
5488,1,899,215
5489,1,900,248
5490,1,900,248
5491,1,899,284
5492,1,898,304
5493,1,898,304
5494,1,898,304
5495,1,898,329
5496,1,897,370
5497,1,897,370
5498,1,897,413
5499,1,897,413
5500,1,897,413
5501,0,0,0
5502,0,0,0
5503,1,779,343
5504,1,762,330
5505,1,762,330
5506,1,762,330
5507,1,733,314
5508,1,733,314
5509,1,718,304
5510,1,710,303
5511,1,710,303
5512,1,702,304
5513,1,702,304
5514,1,696,302
5515,1,691,304
5516,1,685,311
5517,1,685,311
5518,1,685,311
5519,1,680,310
5520,1,655,310
5521,1,637,299
5522,1,627,300
5523,1,627,300
5524,1,627,300
5525,1,615,302
5526,1,598,306
5527,1,591,310
5528,1,581,315
5529,1,581,315
5530,1,581,315
5531,1,571,324
5532,1,564,330
5533,1,551,345
5534,1,545,359
5535,1,545,359
5536,1,545,359
5537,1,540,369
5538,1,525,399
5539,1,520,414
5540,1,520,414
5541,1,517,421
5542,1,517,421
5543,1,507,453
5544,1,507,453
5545,1,506,469
5546,1,518,381
5547,1,533,325
5548,1,543,277
5549,1,543,277
5550,1,553,241
5551,1,560,212
5552,1,577,155
5553,1,577,155
5554,1,577,155
5555,1,591,119
5556,1,591,119
5557,1,603,92
5558,1,606,81
5559,1,606,81
5560,1,606,81
5561,1,611,75
5562,1,617,69
5563,1,625,55
5564,1,629,54
5565,1,631,51
5566,1,631,51
5567,1,634,50
5568,1,636,50
5569,1,641,50
5570,1,652,55
5571,1,652,56
5572,1,656,58
5573,1,656,58
5574,1,661,63
5575,1,666,70
5576,1,671,83
5577,1,671,83
5578,1,671,83
5579,1,677,92
5580,1,680,101
5581,1,685,121
5582,1,685,121
5583,1,689,133
5584,1,689,133
5585,1,692,144
5586,1,675,154
5587,1,657,151
5588,1,643,148
5589,1,643,148
5590,1,643,148
5591,1,631,145
5592,1,611,146
5593,1,611,146
5594,1,606,151
5595,1,598,155
5596,1,598,155
5597,1,583,168
5598,1,583,168
5599,1,576,175
5600,1,571,184
5601,1,566,192
5602,1,566,192
5603,1,557,214
5604,1,550,229
5605,1,545,244
5606,1,542,259
5607,1,542,259
5608,1,542,259
5609,1,537,275
5610,1,534,291
5611,1,526,330
5612,1,520,350
5613,1,520,350
5614,1,520,350
5615,1,519,366
5616,1,561,171
5617,1,575,114
5618,1,587,69
5619,1,587,69
5620,1,590,35
5621,1,605,7
5622,0,0,0
5623,0,0,0
5624,0,0,0
5625,0,0,0
5626,0,0,0
5627,0,0,0
5628,0,0,0
5629,0,0,0
5630,0,0,0
5631,0,0,0
5632,0,0,0
5633,0,0,0
5634,0,0,0
5635,0,0,0
5636,0,0,0
5637,0,0,0
5638,0,0,0
5639,0,0,0
5640,0,0,0
5641,0,0,0
5642,0,0,0
5643,0,0,0
5644,0,0,0
5645,0,0,0
5646,0,0,0
5647,0,0,0
5648,0,0,0
5649,0,0,0
5650,1,692,5
5651,1,692,5
5652,1,695,29
5653,1,697,45
5654,1,697,45
5655,1,701,60
5656,1,701,60
5657,1,701,70
5658,1,706,100
5659,1,709,117
5660,1,710,121
5661,1,708,121
5662,1,710,132
5663,1,712,150
5664,1,711,162
5665,1,689,158
5666,1,668,149
5667,1,651,142
5668,1,651,142
5669,1,638,139
5670,1,615,134
5671,1,607,135
5672,1,607,135
5673,1,607,135
5674,1,598,138
5675,1,578,146
5676,1,573,149
5677,1,565,156
5678,1,565,156
5679,1,565,156
5680,1,560,163
5681,1,552,174
5682,1,540,196
5683,1,536,210
5684,1,536,210
5685,1,536,210
5686,1,525,240
5687,1,525,240
5688,1,514,273
5689,1,509,291
5690,1,512,293
5691,1,510,294
5692,1,505,331
5693,1,500,352
5694,1,499,373
5695,1,493,398
5696,1,493,398
5697,1,493,398
5698,1,490,418
5699,1,487,445
5700,1,486,485
5701,0,0,0
5702,0,0,0
5703,0,0,0
5704,0,0,0
5705,1,476,596
5706,1,475,629
5707,1,475,655
5708,1,475,655
5709,1,475,655
5710,1,475,655
5711,1,475,663
5712,1,477,655
5713,1,480,652
5714,1,480,652
5715,1,480,652
5716,1,476,651
5717,1,476,651
5718,1,478,649
5719,1,478,649
5720,1,478,649
5721,1,480,659
5722,1,484,669
5723,1,484,669
5724,1,488,679
5725,1,488,679
5726,1,488,679
5727,1,488,679
5728,1,493,680
5729,1,496,680
5730,1,496,680
5731,1,496,680
5732,1,496,680
5733,1,496,680
5734,1,496,680
5735,1,496,680
5736,1,496,680
5737,1,496,680
5738,1,496,680
5739,1,496,680
5740,1,496,680
5741,1,496,680
5742,1,496,680
5743,1,496,680
5744,1,496,680
5745,1,496,680
5746,1,496,680
5747,1,496,680
5748,1,496,680
5749,1,496,680
5750,1,496,680
5751,1,496,680
5752,1,496,680
5753,1,496,680
5754,1,496,680
5755,1,496,680
5756,1,497,683
5757,1,497,683
5758,1,497,683
5759,1,497,683
5760,1,497,683
5761,1,497,683
5762,1,497,683
5763,1,497,683
5764,1,497,683
5765,1,497,683
5766,0,0,0
5767,0,0,0
5768,0,0,0
5769,0,0,0
5770,0,0,0
5771,0,0,0
5772,1,686,315
5773,1,686,315
5774,1,684,315
5775,1,684,315
5776,1,684,315
5777,1,684,315
5778,1,684,315
5779,1,684,315
5780,1,684,315
5781,1,684,315
5782,1,682,316
5783,1,682,316
5784,1,682,316
5785,1,682,316
5786,1,682,316
5787,1,680,317
5788,1,680,317
5789,1,680,317
5790,1,680,316
5791,1,681,315
5792,1,681,311
5793,1,680,317
5794,1,680,317
5795,1,680,317
5796,1,672,310
5797,1,660,299
5798,1,650,297
5799,1,641,298
5800,1,641,298
5801,1,641,298
5802,1,631,301
5803,1,631,301
5804,1,618,309
5805,1,613,314
5806,1,613,314
5807,1,610,318
5808,1,610,318
5809,1,596,336
5810,1,592,343
5811,1,587,355
5812,1,587,355
5813,1,587,355
5814,1,578,379
5815,1,578,379
5816,1,577,384
5817,1,586,367
5818,1,586,367
5819,1,597,353
5820,1,597,353
5821,1,607,340
5822,1,612,328
5823,1,619,316
5824,1,619,316
5825,1,619,316
5826,1,633,308
5827,1,639,306
5828,1,642,306
5829,1,647,307
5830,1,647,307
5831,1,647,307
5832,1,652,311
5833,1,658,312
5834,1,663,316
5835,1,670,326
5836,1,672,327
5837,1,674,335
5838,1,681,343
5839,1,681,343
5840,1,669,308
5841,1,659,270
5842,1,659,270
5843,1,659,270
5844,1,647,240
5845,1,629,190
5846,1,621,175
5847,1,610,156
5848,1,610,156
5849,1,605,141
5850,1,597,125
5851,1,592,115
5852,1,584,103
5853,1,581,95
5854,1,581,95
5855,1,581,95
5856,1,569,87
5857,1,567,86
5858,1,559,80
5859,1,552,80
5860,1,552,80
5861,1,550,81
5862,1,544,84
5863,1,537,88
5864,1,534,94
5865,1,526,103
5866,1,526,103
5867,1,526,103
5868,1,517,124
5869,1,517,124
5870,1,509,150
5871,1,505,162
5872,1,505,162
5873,1,505,162
5874,1,501,185
5875,1,494,217
5876,1,489,242
5877,1,488,260
5878,1,488,260
5879,1,488,260
5880,1,481,308
5881,1,481,308
5882,1,479,348
5883,1,478,379
5884,1,478,379
5885,1,478,379
5886,1,480,221
5887,1,484,171
5888,1,487,139
5889,1,487,107
5890,1,487,107
5891,1,487,107
5892,1,495,67
5893,1,495,67
5894,1,496,45
5895,1,500,35
5896,1,500,35
5897,1,501,27
5898,1,501,27
5899,1,505,18
5900,1,508,18
5901,1,510,18
5902,1,510,18
5903,1,514,20
5904,1,517,22
5905,1,517,25
5906,1,519,31
5907,1,519,31
5908,1,519,31
5909,1,524,42
5910,1,524,42
5911,1,529,57
5912,1,530,66
5913,1,530,66
5914,1,532,77
5915,1,532,77
5916,1,534,84
5917,1,537,98
5918,1,541,119
5919,1,541,119
5920,1,541,119
5921,1,540,133
5922,1,542,141
5923,1,536,178
5924,1,525,198
5925,1,525,198
5926,1,525,198
5927,1,512,226
5928,1,504,245
5929,1,499,259
5930,1,494,273
5931,1,494,273
5932,1,494,273
5933,1,484,303
5934,1,484,303
5935,1,479,335
5936,1,475,349
5937,1,475,349
5938,1,475,367
5939,1,475,367
5940,1,467,402
5941,1,462,425
5942,1,461,446
5943,1,461,446
5944,1,461,446
5945,1,456,486
5946,1,456,486
5947,1,457,457
5948,1,452,432
5949,1,452,432
5950,1,452,432
5951,1,458,405
5952,1,459,372
5953,1,461,350
5954,1,463,341
5955,1,463,337
5956,1,463,337
5957,1,465,323
